time_s,raw,angle_deg,agc
22.4444,733.0000,64.4238,128.0000
22.4544,733.0000,64.4238,128.0000
22.4644,733.0000,64.4238,128.0000
22.4744,733.0000,64.4238,128.0000
22.4844,733.0000,64.4238,128.0000
22.4944,733.0000,64.4238,128.0000
22.5044,733.0000,64.4238,128.0000
22.5144,733.0000,64.4238,128.0000
22.5244,733.0000,64.4238,128.0000
22.5344,733.0000,64.4238,128.0000
22.5444,733.0000,64.4238,128.0000
22.5544,733.0000,64.4238,128.0000
22.5644,733.0000,64.4238,128.0000
22.5744,733.0000,64.4238,128.0000
22.5844,733.0000,64.4238,128.0000
22.5944,733.0000,64.4238,128.0000
22.6044,733.0000,64.4238,128.0000
22.6144,733.0000,64.4238,128.0000
22.6244,733.0000,64.4238,128.0000
22.6344,733.0000,64.4238,128.0000
22.6444,733.0000,64.4238,128.0000
22.6544,733.0000,64.4238,128.0000
22.6644,733.0000,64.4238,128.0000
22.6744,733.0000,64.4238,128.0000
22.6844,733.0000,64.4238,128.0000
22.6944,733.0000,64.4238,128.0000
22.7044,733.0000,64.4238,128.0000
22.7144,733.0000,64.4238,128.0000
22.7244,733.0000,64.4238,128.0000
22.7344,733.0000,64.4238,128.0000
22.7444,733.0000,64.4238,128.0000
22.7544,733.0000,64.4238,128.0000
22.7644,733.0000,64.4238,128.0000
22.7744,733.0000,64.4238,128.0000
22.7844,733.0000,64.4238,128.0000
22.7944,733.0000,64.4238,128.0000
22.8044,733.0000,64.4238,128.0000
22.8144,733.0000,64.4238,128.0000
22.8244,733.0000,64.4238,128.0000
22.8344,733.0000,64.4238,128.0000
22.8444,733.0000,64.4238,128.0000
22.8544,733.0000,64.4238,128.0000
22.8644,733.0000,64.4238,128.0000
22.8744,733.0000,64.4238,128.0000
22.8844,733.0000,64.4238,128.0000
22.8944,733.0000,64.4238,128.0000
22.9044,733.0000,64.4238,128.0000
22.9144,733.0000,64.4238,128.0000
22.9244,733.0000,64.4238,128.0000
22.9344,733.0000,64.4238,128.0000
22.9444,733.0000,64.4238,128.0000
22.9544,733.0000,64.4238,128.0000
22.9644,733.0000,64.4238,128.0000
22.9744,733.0000,64.4238,128.0000
22.9844,733.0000,64.4238,128.0000
22.9944,733.0000,64.4238,128.0000
23.0044,733.0000,64.4238,128.0000
23.0144,733.0000,64.4238,128.0000
23.0244,733.0000,64.4238,128.0000
23.0344,733.0000,64.4238,128.0000
23.0444,733.0000,64.4238,128.0000
23.0544,733.0000,64.4238,128.0000
23.0644,733.0000,64.4238,128.0000
23.0744,733.0000,64.4238,128.0000
23.0844,733.0000,64.4238,128.0000
23.0944,733.0000,64.4238,128.0000
23.1044,733.0000,64.4238,128.0000
23.1144,733.0000,64.4238,128.0000
23.1244,733.0000,64.4238,128.0000
23.1344,733.0000,64.4238,128.0000
23.1444,733.0000,64.4238,128.0000
23.1544,733.0000,64.4238,128.0000
23.1644,733.0000,64.4238,128.0000
23.1744,733.0000,64.4238,128.0000
23.1844,733.0000,64.4238,128.0000
23.1944,733.0000,64.4238,128.0000
23.2044,733.0000,64.4238,128.0000
23.2144,733.0000,64.4238,128.0000
23.2244,733.0000,64.4238,128.0000
23.2344,733.0000,64.4238,128.0000
23.2444,733.0000,64.4238,128.0000
23.2544,733.0000,64.4238,128.0000
23.2644,733.0000,64.4238,128.0000
23.2744,733.0000,64.4238,128.0000
23.2844,733.0000,64.4238,128.0000
23.2944,733.0000,64.4238,128.0000
23.3044,733.0000,64.4238,128.0000
23.3144,733.0000,64.4238,128.0000
23.3244,733.0000,64.4238,128.0000
23.3344,733.0000,64.4238,128.0000
23.3444,733.0000,64.4238,128.0000
23.3544,733.0000,64.4238,128.0000
23.3644,733.0000,64.4238,128.0000
23.3744,733.0000,64.4238,128.0000
23.3844,733.0000,64.4238,128.0000
23.3944,733.0000,64.4238,128.0000
23.4044,733.0000,64.4238,128.0000
