time_s,raw,angle_deg
88.100,3165,278.174
88.150,3165,278.174
88.200,3164,278.086
88.250,3164,278.086
88.300,3164,278.086
88.350,3164,278.086
88.400,3163,277.998
88.450,3163,277.998
88.500,3162,277.910
88.550,3162,277.910
88.600,3161,277.822
88.650,3161,277.822
88.700,3157,277.471
88.750,3157,277.471
88.800,3084,271.055
88.850,3084,271.055
88.900,3035,266.748
88.950,3035,266.748
89.000,3035,266.748
89.050,3035,266.748
89.100,3035,266.748
89.150,3035,266.748
89.200,3036,266.836
89.250,3036,266.836
89.300,3036,266.836
89.350,3036,266.836
89.400,3036,266.836
89.450,3036,266.836
89.500,3036,266.836
89.550,3036,266.836
89.600,3036,266.836
89.650,3036,266.836
89.700,3036,266.836
89.750,3036,266.836
89.800,3036,266.836
89.850,3036,266.836
89.900,3036,266.836
89.950,3036,266.836
90.000,3036,266.836
90.050,3036,266.836
90.100,3036,266.836
90.150,3036,266.836
90.200,3036,266.836
90.250,3036,266.836
90.300,3036,266.836
90.350,3036,266.836
90.400,3036,266.836
90.450,3036,266.836
90.500,3036,266.836
90.550,3036,266.836
90.600,3036,266.836
90.650,3036,266.836
90.700,3036,266.836
90.750,3036,266.836
90.800,3036,266.836
90.850,3036,266.836
90.900,3036,266.836
90.950,3036,266.836
91.000,3036,266.836
91.050,3036,266.836
91.100,3036,266.836
91.150,3036,266.836
91.200,3035,266.748
91.250,3035,266.748
91.300,3030,266.309
91.350,3030,266.309
91.400,2940,258.398
91.450,2940,258.398
91.500,2870,252.246
91.550,2870,252.246
91.600,2872,252.422
91.650,2872,252.422
91.700,2872,252.422
91.750,2872,252.422
91.800,2871,252.334
91.850,2871,252.334
91.900,2871,252.334
91.950,2871,252.334
92.000,2871,252.334
92.050,2871,252.334
92.100,2871,252.334
92.150,2871,252.334
92.200,2871,252.334
92.250,2871,252.334
92.300,2871,252.334
92.350,2871,252.334
92.400,2871,252.334
92.450,2871,252.334
92.500,2871,252.334
92.550,2871,252.334
92.600,2871,252.334
92.650,2871,252.334
92.700,2871,252.334
92.750,2871,252.334
92.800,2871,252.334
92.850,2871,252.334
92.900,2871,252.334
92.950,2871,252.334
93.000,2871,252.334
93.050,2871,252.334
93.100,2871,252.334
93.150,2871,252.334
93.200,2871,252.334
93.250,2871,252.334
93.300,2871,252.334
93.350,2871,252.334
93.400,2871,252.334
93.450,2871,252.334
93.500,2871,252.334
93.550,2871,252.334
93.600,2870,252.246
93.650,2870,252.246
93.700,2866,251.895
93.750,2866,251.895
93.800,2832,248.906
93.850,2832,248.906
93.900,2758,242.402
93.950,2758,242.402
94.000,2738,240.645
94.050,2738,240.645
94.100,2739,240.732
94.150,2739,240.732
94.200,2739,240.732
94.250,2739,240.732
94.300,2739,240.732
94.350,2739,240.732
94.400,2739,240.732
94.450,2739,240.732
94.500,2739,240.732
94.550,2739,240.732
94.600,2739,240.732
94.650,2739,240.732
94.700,2739,240.732
94.750,2739,240.732
94.800,2739,240.732
94.850,2739,240.732
94.900,2739,240.732
94.950,2739,240.732
95.000,2739,240.732
95.050,2739,240.732
95.100,2739,240.732
95.150,2739,240.732
95.200,2739,240.732
95.250,2739,240.732
95.300,2739,240.732
95.350,2739,240.732
95.400,2739,240.732
95.450,2739,240.732
95.500,2739,240.732
95.550,2739,240.732
95.600,2739,240.732
95.650,2739,240.732
95.700,2738,240.645
95.750,2738,240.645
95.800,2738,240.645
95.850,2738,240.645
95.900,2737,240.557
95.950,2737,240.557
96.000,2735,240.381
96.050,2735,240.381
96.100,2684,235.898
96.150,2684,235.898
96.200,2592,227.812
96.250,2592,227.812
96.300,2592,227.812
96.350,2592,227.812
96.400,2593,227.900
96.450,2593,227.900
96.500,2594,227.988
96.550,2594,227.988
96.600,2594,227.988
96.650,2594,227.988
96.700,2594,227.988
96.750,2594,227.988
96.800,2595,228.076
96.850,2595,228.076
96.900,2595,228.076
96.950,2595,228.076
97.000,2595,228.076
97.050,2595,228.076
97.100,2595,228.076
97.150,2595,228.076
97.200,2595,228.076
97.250,2595,228.076
97.300,2595,228.076
97.350,2595,228.076
97.400,2594,227.988
97.450,2594,227.988
97.500,2594,227.988
97.550,2594,227.988
97.600,2594,227.988
97.650,2594,227.988
97.700,2594,227.988
97.750,2594,227.988
97.800,2594,227.988
97.850,2594,227.988
97.900,2594,227.988
97.950,2594,227.988
98.000,2594,227.988
98.050,2594,227.988
98.100,2594,227.988
98.150,2594,227.988
98.200,2594,227.988
98.250,2594,227.988
98.300,2592,227.812
98.350,2592,227.812
98.400,2591,227.725
98.450,2591,227.725
98.500,2589,227.549
98.550,2589,227.549
98.600,2567,225.615
98.650,2567,225.615
98.700,2406,211.465
98.750,2406,211.465
98.800,2388,209.883
98.850,2388,209.883
98.900,2389,209.971
98.950,2389,209.971
99.000,2390,210.059
99.050,2390,210.059
99.100,2390,210.059
99.150,2390,210.059
99.200,2390,210.059
99.250,2390,210.059
99.300,2390,210.059
99.350,2390,210.059
99.400,2390,210.059
99.450,2390,210.059
99.500,2390,210.059
99.550,2390,210.059
99.600,2390,210.059
99.650,2390,210.059
99.700,2390,210.059
99.750,2390,210.059
99.800,2390,210.059
99.850,2390,210.059
99.900,2390,210.059
99.950,2390,210.059
100.000,2390,210.059
100.050,2390,210.059
100.100,2390,210.059
100.150,2390,210.059
100.200,2390,210.059
100.250,2390,210.059
100.300,2390,210.059
100.350,2390,210.059
100.400,2390,210.059
100.450,2390,210.059
100.500,2390,210.059
100.550,2390,210.059
100.600,2389,209.971
100.650,2389,209.971
100.700,2389,209.971
100.750,2389,209.971
100.800,2389,209.971
100.850,2389,209.971
100.900,2385,209.619
100.950,2385,209.619
101.000,2298,201.973
101.050,2298,201.973
101.100,2197,193.096
101.150,1919,168.662
101.200,2178,191.426
101.250,1917,168.486
101.300,2179,191.514
101.350,1916,168.398
101.400,2179,191.514
101.450,1916,168.398
101.500,2179,191.514
101.550,1916,168.398
101.600,2179,191.514
101.650,1916,168.398
101.700,2179,191.514
101.750,1916,168.398
101.800,2179,191.514
101.850,1916,168.398
101.900,2180,191.602
101.950,1916,168.398
102.000,2180,191.602
102.050,1916,168.398
102.100,2180,191.602
102.150,1916,168.398
102.200,2179,191.514
102.250,1916,168.398
102.300,2179,191.514
102.350,1916,168.398
102.400,2180,191.602
102.450,1916,168.398
102.500,2179,191.514
102.550,1916,168.398
102.600,2179,191.514
102.650,1916,168.398
102.700,2180,191.602
102.750,1932,169.805
102.800,2179,191.514
102.850,1916,168.398
102.900,2179,191.514
102.950,1933,169.893
103.000,2179,191.514
103.050,1950,171.387
103.100,2175,191.162
103.150,1949,171.299
103.200,2104,184.922
103.250,2057,180.791
103.300,1984,174.375
103.350,2096,184.219
103.400,1983,174.287
103.450,2088,183.516
103.500,1984,174.375
103.550,2088,183.516
103.600,1984,174.375
103.650,2088,183.516
103.700,1984,174.375
103.750,2096,184.219
103.800,1984,174.375
103.850,2088,183.516
103.900,1985,174.463
103.950,2079,182.725
104.000,1985,174.463
104.050,2080,182.812
104.100,1985,174.463
104.150,2072,182.109
104.200,1985,174.463
104.250,2072,182.109
104.300,2000,175.781
104.350,2080,182.812
104.400,1993,175.166
104.450,2079,182.725
104.500,1992,175.078
104.550,2080,182.812
104.600,2000,175.781
104.650,2072,182.109
104.700,2000,175.781
104.750,2080,182.812
104.800,2000,175.781
104.850,2016,177.188
104.900,2016,177.188
104.950,2079,182.725
105.000,2079,182.725
105.050,2008,176.484
105.100,2072,182.109
105.150,2008,176.484
105.200,2008,176.484
105.250,2000,175.781
105.300,2072,182.109
105.350,2007,176.396
105.400,2081,182.900
105.450,2006,176.309
105.500,2125,186.768
105.550,1899,166.904
105.600,1899,166.904
105.650,1864,163.828
105.700,1864,163.828
105.750,1828,160.664
105.800,2048,180.000
105.850,1864,163.828
105.900,2048,180.000
105.950,2012,176.836
106.000,2084,183.164
106.050,1792,157.500
106.100,1792,157.500
106.150,2012,176.836
106.200,2120,186.328
106.250,1976,173.672
106.300,2120,186.328
106.350,1976,173.672
106.400,2160,189.844
106.450,2012,176.836
106.500,2120,186.328
106.550,1976,173.672
106.600,2160,189.844
106.650,1976,173.672
106.700,2232,196.172
106.750,2232,196.172
106.800,2336,205.312
106.850,2336,205.312
106.900,2336,205.312
106.950,2336,205.312
107.000,2336,205.312
107.050,2336,205.312
107.100,2336,205.312
107.150,2336,205.312
107.200,2336,205.312
107.250,2336,205.312
107.300,2336,205.312
107.350,2336,205.312
107.400,2336,205.312
107.450,2336,205.312
107.500,2336,205.312
107.550,2336,205.312
107.600,2337,205.400
107.650,2337,205.400
107.700,2340,205.664
107.750,2340,205.664
107.800,2343,205.928
107.850,2343,205.928
107.900,2426,213.223
107.950,2426,213.223
108.000,2457,215.947
108.050,2457,215.947
108.100,2475,217.529
108.150,2475,217.529
108.200,2534,222.715
108.250,2534,222.715
108.300,2530,222.363
108.350,2530,222.363
108.400,2530,222.363
108.450,2530,222.363
108.500,2529,222.275
108.550,2529,222.275
108.600,2530,222.363
108.650,2530,222.363
108.700,2530,222.363
108.750,2530,222.363
108.800,2530,222.363
108.850,2530,222.363
108.900,2530,222.363
108.950,2530,222.363
109.000,2530,222.363
109.050,2530,222.363
109.100,2530,222.363
109.150,2530,222.363
109.200,2530,222.363
109.250,2530,222.363
109.300,2530,222.363
109.350,2530,222.363
109.400,2530,222.363
109.450,2530,222.363
109.500,2530,222.363
109.550,2530,222.363
109.600,2530,222.363
109.650,2530,222.363
109.700,2530,222.363
109.750,2530,222.363
109.800,2530,222.363
109.850,2530,222.363
109.900,2530,222.363
109.950,2530,222.363
110.000,2532,222.539
110.050,2532,222.539
110.100,2569,225.791
110.150,2569,225.791
110.200,2698,237.129
110.250,2698,237.129
110.300,2716,238.711
110.350,2716,238.711
110.400,2716,238.711
110.450,2716,238.711
110.500,2716,238.711
110.550,2716,238.711
110.600,2716,238.711
110.650,2716,238.711
110.700,2716,238.711
110.750,2716,238.711
110.800,2716,238.711
110.850,2716,238.711
110.900,2716,238.711
110.950,2716,238.711
111.000,2716,238.711
111.050,2716,238.711
111.100,2716,238.711
111.150,2716,238.711
111.200,2716,238.711
111.250,2716,238.711
111.300,2716,238.711
111.350,2716,238.711
111.400,2716,238.711
111.450,2716,238.711
111.500,2716,238.711
111.550,2716,238.711
111.600,2716,238.711
111.650,2716,238.711
111.700,2716,238.711
111.750,2716,238.711
111.800,2716,238.711
111.850,2716,238.711
111.900,2716,238.711
111.950,2716,238.711
112.000,2718,238.887
112.050,2718,238.887
112.100,2744,241.172
112.150,2744,241.172
112.200,2881,253.213
112.250,2881,253.213
112.300,2916,256.289
112.350,2916,256.289
112.400,2915,256.201
112.450,2915,256.201
112.500,2915,256.201
112.550,2915,256.201
112.600,2916,256.289
112.650,2916,256.289
112.700,2916,256.289
112.750,2916,256.289
112.800,2916,256.289
112.850,2916,256.289
112.900,2916,256.289
112.950,2916,256.289
113.000,2916,256.289
113.050,2916,256.289
113.100,2917,256.377
113.150,2917,256.377
113.200,2916,256.289
113.250,2916,256.289
113.300,2917,256.377
113.350,2917,256.377
113.400,2917,256.377
113.450,2917,256.377
113.500,2917,256.377
113.550,2917,256.377
113.600,2917,256.377
113.650,2917,256.377
113.700,2916,256.289
113.750,2916,256.289
113.800,2917,256.377
113.850,2917,256.377
113.900,2917,256.377
113.950,2917,256.377
114.000,2917,256.377
114.050,2917,256.377
114.100,2918,256.465
114.150,2918,256.465
114.200,2933,257.783
114.250,2933,257.783
114.300,2945,258.838
114.350,2945,258.838
114.400,2945,258.838
114.450,2945,258.838
114.500,2944,258.750
114.550,2944,258.750
114.600,2942,258.574
114.650,2942,258.574
114.700,2942,258.574
114.750,2942,258.574
114.800,2943,258.662
114.850,2943,258.662
114.900,2945,258.838
114.950,2945,258.838
115.000,3028,266.133
115.050,3028,266.133
115.100,3062,269.121
115.150,3062,269.121
115.200,3062,269.121
115.250,3062,269.121
115.300,3062,269.121
115.350,3062,269.121
115.400,3062,269.121
115.450,3062,269.121
115.500,3062,269.121
115.550,3062,269.121
115.600,3062,269.121
115.650,3062,269.121
115.700,3062,269.121
115.750,3062,269.121
115.800,3062,269.121
115.850,3062,269.121
115.900,3062,269.121
115.950,3062,269.121
116.000,3062,269.121
116.050,3062,269.121
116.100,3062,269.121
116.150,3062,269.121
116.200,3062,269.121
116.250,3062,269.121
116.300,3062,269.121
116.350,3062,269.121
116.400,3062,269.121
116.450,3062,269.121
116.500,3062,269.121
116.550,3062,269.121
116.600,3062,269.121
116.650,3062,269.121
116.700,3063,269.209
116.750,3063,269.209
116.800,3065,269.385
116.850,3065,269.385
116.900,3116,273.867
116.950,3116,273.867
117.000,3168,278.438
117.050,3168,278.438
117.100,3168,278.438
117.150,3168,278.438
117.200,3168,278.438
117.250,3168,278.438
117.300,3167,278.350
117.350,3167,278.350
117.400,3167,278.350
117.450,3167,278.350
117.500,3167,278.350
117.550,3167,278.350
117.600,3167,278.350
117.650,3167,278.350
117.700,3167,278.350
117.750,3167,278.350
117.800,3167,278.350
117.850,3167,278.350
117.900,3167,278.350
117.950,3167,278.350
118.000,3167,278.350
118.050,3167,278.350
118.100,3167,278.350
118.150,3167,278.350
118.200,3167,278.350
118.250,3167,278.350
118.300,3167,278.350
118.350,3167,278.350
118.400,3167,278.350
118.450,3167,278.350
118.500,3170,278.613
118.550,3170,278.613
118.600,3240,284.766
118.650,3240,284.766
118.700,3337,293.291
118.750,3337,293.291
118.800,3334,293.027
118.850,3334,293.027
118.900,3333,292.939
118.950,3333,292.939
119.000,3333,292.939
119.050,3333,292.939
119.100,3333,292.939
119.150,3333,292.939
119.200,3333,292.939
119.250,3333,292.939
119.300,3333,292.939
119.350,3333,292.939
119.400,3333,292.939
119.450,3333,292.939
119.500,3333,292.939
119.550,3333,292.939
119.600,3333,292.939
119.650,3333,292.939
119.700,3333,292.939
119.750,3333,292.939
119.800,3333,292.939
119.850,3333,292.939
119.900,3333,292.939
119.950,3333,292.939
120.000,3333,292.939
120.050,3333,292.939
120.100,3333,292.939
120.150,3333,292.939
120.200,3333,292.939
120.250,3333,292.939
120.300,3333,292.939
120.350,3333,292.939
120.400,3333,292.939
120.450,3333,292.939
120.500,3333,292.939
120.550,3333,292.939
120.600,3333,292.939
120.650,3333,292.939
120.700,3333,292.939
120.750,3333,292.939
120.800,3333,292.939
120.850,3333,292.939
120.900,3334,293.027
120.950,3334,293.027
121.000,3334,293.027
121.050,3334,293.027
121.100,3334,293.027
121.150,3334,293.027
121.200,3334,293.027
121.250,3334,293.027
121.300,3334,293.027
121.350,3334,293.027
121.400,3333,292.939
121.450,3333,292.939
121.500,3334,293.027
121.550,3334,293.027
121.600,3334,293.027
121.650,3334,293.027
121.700,3335,293.115
121.750,3335,293.115
121.800,3359,295.225
121.850,3359,295.225
121.900,3405,299.268
121.950,3405,299.268
122.000,3488,306.562
122.050,3488,306.562
122.100,3481,305.947
122.150,3481,305.947
122.200,3481,305.947
122.250,3481,305.947
122.300,3481,305.947
122.350,3481,305.947
122.400,3481,305.947
122.450,3481,305.947
122.500,3481,305.947
122.550,3481,305.947
122.600,3481,305.947
122.650,3481,305.947
122.700,3481,305.947
122.750,3481,305.947
122.800,3481,305.947
122.850,3481,305.947
122.900,3481,305.947
122.950,3481,305.947
123.000,3481,305.947
123.050,3481,305.947
123.100,3481,305.947
123.150,3481,305.947
123.200,3481,305.947
123.250,3481,305.947
123.300,3481,305.947
123.350,3481,305.947
123.400,3481,305.947
123.450,3481,305.947
123.500,3481,305.947
123.550,3481,305.947
123.600,3481,305.947
123.650,3481,305.947
123.700,3481,305.947
123.750,3481,305.947
123.800,3481,305.947
123.850,3481,305.947
123.900,3480,305.859
123.950,3480,305.859
124.000,3480,305.859
124.050,3480,305.859
124.100,3480,305.859
124.150,3480,305.859
124.200,3480,305.859
124.250,3480,305.859
124.300,3480,305.859
124.350,3480,305.859
124.400,3480,305.859
124.450,3480,305.859
124.500,3480,305.859
124.550,3480,305.859
124.600,3480,305.859
124.650,3480,305.859
124.700,3480,305.859
124.750,3480,305.859
124.800,3480,305.859
124.850,3480,305.859
124.900,3480,305.859
124.950,3480,305.859
125.000,3480,305.859
125.050,3480,305.859
125.100,3480,305.859
125.150,3480,305.859
125.200,3480,305.859
125.250,3480,305.859
125.300,3480,305.859
125.350,3480,305.859
125.400,3480,305.859
125.450,3480,305.859
125.500,3480,305.859
125.550,3480,305.859
125.600,3480,305.859
125.650,3480,305.859
125.700,3480,305.859
125.750,3480,305.859
125.800,3480,305.859
125.850,3480,305.859
125.900,3480,305.859
125.950,3480,305.859
126.000,3480,305.859
126.050,3480,305.859
126.100,3480,305.859
126.150,3480,305.859
126.200,3480,305.859
126.250,3480,305.859
126.300,3480,305.859
126.350,3480,305.859
126.400,3480,305.859
126.450,3480,305.859
126.500,3480,305.859
126.550,3480,305.859
126.600,3480,305.859
126.650,3480,305.859
126.700,3480,305.859
126.750,3480,305.859
126.800,3480,305.859
126.850,3480,305.859
126.900,3480,305.859
126.950,3480,305.859
127.000,3480,305.859
127.050,3480,305.859
127.100,3480,305.859
127.150,3480,305.859
127.200,3480,305.859
127.250,3480,305.859
127.300,3480,305.859
127.350,3480,305.859
127.400,3480,305.859
127.450,3480,305.859
127.500,3480,305.859
127.550,3532,310.430
127.600,3480,305.859
127.650,3378,296.895
127.700,3378,296.895
127.750,3378,296.895
127.800,3378,296.895
127.850,3455,303.662
127.900,3455,303.662
127.950,3378,296.895
128.000,3378,296.895
128.050,3455,303.662
128.100,3455,303.662
128.150,3378,296.895
128.200,3378,296.895
128.250,3378,296.895
128.300,3378,296.895
128.350,3480,305.859
128.400,3480,305.859
128.450,3480,305.859
128.500,3480,305.859
128.550,3480,305.859
128.600,3480,305.859
128.650,3480,305.859
128.700,3480,305.859
128.750,3480,305.859
128.800,3480,305.859
128.850,3532,310.430
128.900,3532,310.430
128.950,3480,305.859
129.000,3480,305.859
129.050,3480,305.859
129.100,3480,305.859
129.150,3480,305.859
129.200,3480,305.859
129.250,3532,310.430
129.300,3532,310.430
129.350,3480,305.859
129.400,3480,305.859
129.450,3480,305.859
129.500,3480,305.859
129.550,3480,305.859
129.600,3480,305.859
129.650,3557,312.627
129.700,3557,312.627
129.750,3557,312.627
129.800,3557,312.627
129.850,3480,305.859
129.900,3480,305.859
129.950,3480,305.859
130.000,3480,305.859
130.050,3480,305.859
130.100,3480,305.859
130.150,3532,310.430
130.200,3532,310.430
130.250,3532,310.430
130.300,3532,310.430
130.350,3480,305.859
130.400,3480,305.859
130.450,3557,312.627
130.500,3557,312.627
130.550,3480,305.859
130.600,3480,305.859
130.650,3480,305.859
130.700,3480,305.859
130.750,3480,305.859
130.800,3480,305.859
130.850,3532,310.430
130.900,3532,310.430
130.950,3788,332.930
131.000,3788,332.930
131.050,3788,332.930
131.100,3788,332.930
131.150,3788,332.930
131.200,3788,332.930
131.250,3557,312.627
131.300,3557,312.627
131.350,3480,305.859
131.400,3480,305.859
131.450,3557,312.627
131.500,3557,312.627
131.550,3480,305.859
131.600,3480,305.859
131.650,3532,310.430
131.700,3532,310.430
131.750,3532,310.430
131.800,3532,310.430
131.850,3480,305.859
131.900,3480,305.859
131.950,3557,312.627
132.000,3557,312.627
132.050,3557,312.627
132.100,3557,312.627
132.150,3480,305.859
132.200,3480,305.859
132.250,3480,305.859
132.300,3480,305.859
132.350,3480,305.859
132.400,3480,305.859
132.450,3557,312.627
132.500,3557,312.627
132.550,3480,305.859
132.600,3480,305.859
132.650,3557,312.627
132.700,3557,312.627
132.750,3480,305.859
132.800,3480,305.859
132.850,3480,305.859
132.900,3480,305.859
132.950,3557,312.627
133.000,3557,312.627
133.050,3480,305.859
133.100,3480,305.859
133.150,3557,312.627
133.200,3557,312.627
133.250,3480,305.859
133.300,3480,305.859
133.350,3557,312.627
133.400,3557,312.627
133.450,3557,312.627
133.500,3557,312.627
133.550,3480,305.859
133.600,3480,305.859
133.650,3480,305.859
133.700,3480,305.859
133.750,3557,312.627
133.800,3557,312.627
133.850,3480,305.859
133.900,3480,305.859
133.950,3480,305.859
134.000,3480,305.859
134.050,3557,312.627
134.100,3557,312.627
134.150,3557,312.627
134.200,3557,312.627
134.250,3557,312.627
134.300,3557,312.627
134.350,3557,312.627
134.400,3557,312.627
134.450,3480,305.859
134.500,3480,305.859
134.550,3480,305.859
134.600,3480,305.859
134.650,3481,305.947
134.700,3481,305.947
134.750,3480,305.859
134.800,3480,305.859
134.850,3480,305.859
134.900,3480,305.859
134.950,3480,305.859
135.000,3480,305.859
135.050,3480,305.859
135.100,3480,305.859
135.150,3557,312.627
135.200,3557,312.627
135.250,3480,305.859
135.300,3480,305.859
135.350,3480,305.859
135.400,3480,305.859
135.450,3480,305.859
135.500,3480,305.859
135.550,3480,305.859
135.600,3480,305.859
135.650,3480,305.859
135.700,3480,305.859
135.750,3480,305.859
135.800,3480,305.859
135.850,3480,305.859
135.900,3480,305.859
135.950,3480,305.859
136.000,3480,305.859
136.050,3480,305.859
136.100,3480,305.859
136.150,3480,305.859
136.200,3480,305.859
136.250,3480,305.859
136.300,3480,305.859
136.350,3480,305.859
136.400,3480,305.859
136.450,3480,305.859
136.500,3480,305.859
136.550,3480,305.859
136.600,3480,305.859
136.650,3480,305.859
136.700,3480,305.859
136.750,3480,305.859
136.800,3480,305.859
136.850,3480,305.859
136.900,3480,305.859
136.950,3480,305.859
137.000,3480,305.859
137.050,3480,305.859
137.100,3480,305.859
137.150,3480,305.859
137.200,3480,305.859
137.250,3480,305.859
137.300,3480,305.859
137.350,3480,305.859
137.400,3480,305.859
137.450,3480,305.859
137.500,3480,305.859
137.550,3480,305.859
137.600,3480,305.859
137.650,3480,305.859
137.700,3480,305.859
137.750,3480,305.859
137.800,3480,305.859
137.850,3480,305.859
137.900,3480,305.859
137.950,3480,305.859
138.000,3480,305.859
138.050,3480,305.859
138.100,3480,305.859
138.150,3480,305.859
138.200,3480,305.859
138.250,3480,305.859
138.300,3480,305.859
138.350,3480,305.859
138.400,3480,305.859
138.450,3480,305.859
138.500,3480,305.859
138.550,3480,305.859
138.600,3480,305.859
138.650,3480,305.859
138.700,3480,305.859
138.750,3480,305.859
138.800,3480,305.859
138.850,3480,305.859
138.900,3480,305.859
138.950,3480,305.859
139.000,3480,305.859
139.050,3480,305.859
139.100,3480,305.859
139.150,3480,305.859
139.200,3480,305.859
139.250,3480,305.859
139.300,3480,305.859
139.350,3480,305.859
139.400,3480,305.859
139.450,3480,305.859
139.500,3480,305.859
139.550,3480,305.859
139.600,3480,305.859
139.650,3480,305.859
139.700,3480,305.859
139.750,3480,305.859
139.800,3480,305.859
139.850,3480,305.859
139.900,3480,305.859
139.950,3480,305.859
140.000,3480,305.859
140.050,3480,305.859
140.100,3480,305.859
140.150,3480,305.859
140.200,3480,305.859
140.250,3480,305.859
140.300,3480,305.859
140.350,3480,305.859
140.400,3480,305.859
140.450,3480,305.859
140.500,3480,305.859
140.550,3480,305.859
140.600,3480,305.859
140.650,3480,305.859
140.700,3480,305.859
140.750,3480,305.859
140.800,3480,305.859
140.850,3480,305.859
140.900,3480,305.859
140.950,3480,305.859
141.000,3480,305.859
141.050,3480,305.859
141.100,3480,305.859
141.150,3480,305.859
141.200,3480,305.859
141.250,3480,305.859
141.300,3480,305.859
141.350,3480,305.859
141.400,3480,305.859
141.450,3480,305.859
141.500,3480,305.859
141.550,3480,305.859
141.600,3480,305.859
141.650,3480,305.859
141.700,3480,305.859
141.750,3480,305.859
141.800,3480,305.859
141.850,3480,305.859
141.900,3480,305.859
141.950,3480,305.859
142.000,3480,305.859
142.050,3480,305.859
142.100,3480,305.859
142.150,3480,305.859
142.200,3480,305.859
142.250,3480,305.859
142.300,3480,305.859
142.350,3480,305.859
142.400,3480,305.859
142.450,3480,305.859
142.500,3480,305.859
142.550,3480,305.859
142.600,3480,305.859
142.650,3480,305.859
142.700,3480,305.859
142.750,3480,305.859
142.800,3480,305.859
142.850,3480,305.859
142.900,3480,305.859
142.950,3480,305.859
143.000,3480,305.859
143.050,3480,305.859
143.100,3480,305.859
143.150,3480,305.859
143.200,3480,305.859
143.250,3480,305.859
143.300,3480,305.859
143.350,3480,305.859
143.400,3480,305.859
143.450,3480,305.859
143.500,3480,305.859
143.550,3480,305.859
143.600,3480,305.859
143.650,3480,305.859
143.700,3480,305.859
143.750,3480,305.859
143.800,3480,305.859
143.850,3480,305.859
143.900,3480,305.859
143.950,3480,305.859
144.000,3480,305.859
144.050,3480,305.859
144.100,3480,305.859
144.150,3480,305.859
144.200,3480,305.859
144.250,3480,305.859
144.300,3480,305.859
144.350,3480,305.859
144.400,3480,305.859
144.450,3480,305.859
144.500,3480,305.859
144.550,3480,305.859
144.600,3480,305.859
144.650,3480,305.859
144.700,3480,305.859
144.750,3480,305.859
144.800,3480,305.859
144.850,3480,305.859
144.900,3480,305.859
144.950,3480,305.859
145.000,3480,305.859
145.050,3480,305.859
145.100,3480,305.859
145.150,3480,305.859
145.200,3480,305.859
145.250,3480,305.859
145.300,3480,305.859
145.350,3480,305.859
145.400,3480,305.859
145.450,3480,305.859
145.500,3480,305.859
145.550,3480,305.859
145.600,3480,305.859
145.650,3480,305.859
145.700,3480,305.859
145.750,3480,305.859
145.800,3480,305.859
145.850,3480,305.859
145.900,3480,305.859
145.950,3480,305.859
146.000,3480,305.859
146.050,3480,305.859
146.100,3480,305.859
146.150,3480,305.859
146.200,3480,305.859
146.250,3480,305.859
146.300,3480,305.859
146.350,3480,305.859
146.400,3480,305.859
146.450,3480,305.859
146.500,3480,305.859
146.550,3480,305.859
146.600,3480,305.859
146.650,3480,305.859
146.700,3480,305.859
146.750,3480,305.859
146.800,3480,305.859
146.850,3480,305.859
146.900,3480,305.859
146.950,3480,305.859
147.000,3480,305.859
147.050,3480,305.859
147.100,3480,305.859
147.150,3480,305.859
147.200,3480,305.859
147.250,3480,305.859
147.300,3480,305.859
147.350,3480,305.859
147.400,3480,305.859
147.450,3480,305.859
147.500,3480,305.859
147.550,3480,305.859
147.600,3480,305.859
147.650,3480,305.859
147.700,3480,305.859
147.750,3480,305.859
147.800,3480,305.859
147.850,3480,305.859
147.900,3480,305.859
147.950,3480,305.859
148.000,3480,305.859
148.050,3480,305.859
148.100,3480,305.859
148.150,3480,305.859
148.200,3480,305.859
148.250,3480,305.859
148.300,3480,305.859
148.350,3480,305.859
148.400,3480,305.859
148.450,3480,305.859
148.500,3480,305.859
148.550,3480,305.859
148.600,3480,305.859
148.650,3480,305.859
148.700,3480,305.859
148.750,3480,305.859
148.800,3480,305.859
148.850,3480,305.859
148.900,3480,305.859
148.950,3480,305.859
149.000,3480,305.859
149.050,3480,305.859
149.100,3480,305.859
149.150,3480,305.859
149.200,3480,305.859
149.250,3480,305.859
149.300,3480,305.859
149.350,3480,305.859
149.400,3480,305.859
149.450,3480,305.859
149.500,3480,305.859
149.550,3480,305.859
149.600,3480,305.859
149.650,3480,305.859
149.700,3480,305.859
149.750,3480,305.859
149.800,3480,305.859
149.850,3480,305.859
149.900,3480,305.859
149.950,3480,305.859
150.000,3480,305.859
150.050,3480,305.859
150.100,3480,305.859
150.150,3480,305.859
150.200,3480,305.859
150.250,3480,305.859
150.300,3480,305.859
150.350,3480,305.859
150.400,3480,305.859
150.450,3480,305.859
150.500,3480,305.859
150.550,3480,305.859
150.600,3480,305.859
150.650,3480,305.859
150.700,3480,305.859
150.750,3480,305.859
150.800,3480,305.859
150.850,3480,305.859
150.900,3480,305.859
150.950,3480,305.859
151.000,3480,305.859
151.050,3480,305.859
151.100,3480,305.859
151.150,3480,305.859
151.200,3480,305.859
151.250,3480,305.859
151.300,3480,305.859
151.350,3480,305.859
151.400,3480,305.859
151.450,3480,305.859
151.500,3480,305.859
151.550,3480,305.859
151.600,3480,305.859
